stock_code,description,revenue,units_sold,orders,sales_rows
90101,WHITE FRANGIPANI NECKLACE,133.7,53,30,30
35609A,PINK FEATHER CHRISTMAS DECORATION,133.23,447,24,24
46137D,GREEN CHENILLE SHAGGY RUG,132.75,45,4,4
90190B,GOLD/AMBER DROP EARRINGS W LEAF,132.58,45,15,15
90137,PINK COMBO MINI CRYSTALS NECKLACE,132.52,26,15,15
23066,SMALL JEWELLERY STAND,132.0,16,6,6
23081,GREEN METAL BOX TOP SECRET,132.0,16,4,4
45013,FOLDING SHOE TIDY,132.0,48,8,8
90165B,WHITE ROSEBUD  PEARL EARRINGS,131.65,52,35,35
35933,PINK STOCKING CHRISTMAS DECORATION,131.38,319,28,28
90138,WHITE/PINK MINI CRYSTALS NECKLACE,131.15,25,18,18
84656,WHITE ROSE C/COVER,130.9,22,13,13
22888,NUMBER TILE VINTAGE FONT 9,130.82999999999998,79,23,23
16119,FUNKY GIRL ADDRESS BOOK,130.71,273,8,8
72133,COLUMBIAN CANDLE RECTANGLE,130.13,115,32,34
84559D,3D SHEET OF SEA WORLD STICKERS,130.09,149,32,32
84925E,FLOWERS WALL THERMOMETER,130.04999999999998,75,3,3
20899,VINTAGE NOTEBOOK RED ROSE,129.8,44,12,13
90190A,SILVER/CRYSTAL DROP EARRINGS W LEAF,129.59,44,31,31
10080,GROOVY CACTUS INFLATABLE,129.29,315,27,28
84858A,NATURAL RIVIERA HANDBAG,128.83,53,8,8
90174,BUTTERFLY HAIR BAND,128.66,51,33,33
90181A,AMBER GLASS/SHELL/PEARL NECKLACE,128.64,14,14,14
84251G,"GREETING CARD, OVERCROWDED POOL.",128.41,473,92,92
22848,"BREAD BIN, DINER STYLE, PINK",127.6,8,3,3
90024D,NEW BAROQUE B'FLY NECKLACE PINK,127.5,15,13,13
84782B,BLACK 3 TIER GLASS PLATE STAND,127.5,10,6,6
85018C,S/6 PAPER BOXES CURIOUS IMAGES,127.2,36,4,4
16168S,FUNKY MONKEY GIFT BAG SMALL,126.82999999999998,1283,11,11
23303,SET 4 PICNIC CUTLERY FONDANT,126.75,65,6,6
90168,2 DAISIES HAIR COMB,126.72000000000001,43,25,25
23020,GLASS SONGBIRD STORAGE JAR,126.7,11,3,3
84367,LA STREGA CANVAS PICTURE,126.29999999999998,74,8,8
82607E,GLASS BONBON JAR. D'AMANDES,126.25,101,25,26
GIFT_0001_10,Dotcomgiftshop Gift Voucher £10.00,126.21,15,14,14
90108,BLUE BLOSSOM HAIR CLIP,125.83000000000001,109,21,21
23578,SNACK TRAY RED GINGHAM,125.72,60,14,14
47592B,SCOTTIES DESIGN CHILD'S OVERALL,125.60000000000001,64,28,28
23065,LARGE JEWELLERY STAND,125.0,10,4,4
90002C,FLOWER BURST SILVER RING MIDN'T BLU,124.38,33,19,19
90003E,GREEN PAIR HEART HAIR SLIDES,124.12,33,23,23
90162C,ANT SILVER FUSCHIA BOUDICCA RING,123.90000000000002,42,16,16
22359,"GLASS JAR, KINGS CHOICE SOAP",123.9,42,8,8
85185B,PINK HORSE SOCK PUPPET KIT,123.9,42,14,16
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,123.75,33,12,12
22850,BREAD BIN DINER STYLE BLACK,123.6,8,1,2
20816,GOLD FLOWER CUSHION COVER,123.6,24,7,7
23477,WOODLAND LARGE BLUE FELT HEART,123.47,92,13,13
23454,SET OF 3 MINI HANGING PORTRAITS,123.2,32,2,2
23457,LARGE PARLOUR FRAME,122.85,27,2,2
22832,SWEETHEART WIRE WALL TIDY,122.6,12,3,3
21228,"POCKET MIRROR ""GLAMOROUS""",122.57,97,31,32
85190,PINK FLOWER HANGING HEART,122.46,138,17,17
79308B,MOSAIC CANDLE DISH BLUE PURPLE,122.39999999999999,144,2,2
90205C,LARGE CRYSTAL DIAMANTE HAIRSLIDE,122.31,78,24,24
35916A,YELLOW FELT HANGING HEART W FLOWER,122.0,135,46,46
44242B,PINK FEATHERS CURTAIN,121.53,109,9,9
79532,MOSAIC GLASS BALL CANDLEHOLDER,121.25,97,18,18
84199,GLOW IN DARK DOLPHINS,121.08,554,69,72
22536,MAGIC SLATE FIDO,120.96000000000001,288,6,6
22534,MAGIC SLATE SPACEBOY,120.96000000000001,288,6,6
22535,MAGIC SLATE BUNNIES AT HOME,120.96000000000001,288,6,6
84705B,FAIRY CAKES PHOTO FRAME,120.13,86,5,5
23467,VINTAGE ZINC PLANTER,120.08000000000001,32,11,11
84509F,NEW ENGLAND PLACEMATS,120.0,32,10,10
23438,GIFT BAG LARGE SPOT,120.0,96,6,6
90051,CRACKED GLAZE NECKLACE RED,119.89,17,13,13
23209,LUNCH BAG VINTAGE DOILEY,119.63,71,5,5
84886,BLUE METAL WALL SHELF,119.39999999999999,12,9,9
84867A,PINK BABY GIRLS PHOTO ALBUM,119.39000000000001,17,5,5
84288B,SET/2 BLUE  NOODLE BASKETS,118.95,61,24,24
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,118.94999999999999,61,6,6
23280,FOLDING MIRROR HOT PINK,118.91999999999999,156,5,5
90179C,BLACK FINE BEAD NECKLACE W TASSEL,118.73,20,17,17
90018C,SILVER BLACK ORBIT DROP EARRINGS,118.51,28,20,20
35607A,PINK FLUFFY CHRISTMAS DECORATION,118.43,554,31,31
20887,BOX OF 6 PEBBLE CANDLES,118.39,18,8,8
90139,FLOWER BROOCH 4 ASSORTED COLOURS,118.24000000000001,23,18,18
90177C,DROP DIAMANTE EARRINGS CRYSTAL,117.9,40,27,27
22877,"NUMBER TILE COTTAGE GARDEN, 9",117.30999999999999,59,5,5
35824C,"HANGING FLOWERS+MIRROR,CLEAR",117.05,235,8,8
22879,NUMBER TILE VINTAGE FONT 0,117.04,74,20,20
23244,STORAGE TIN VINTAGE LEAF,117.0,60,7,7
71495B,CD WALL TIDY RED FLOWERS,116.61000000000001,306,19,19
72038P,PRICE'S CANDLE PEACH,116.5,1050,9,9
16206B,RED PURSE WITH PINK HEART,116.4,96,16,16
84751B,BLACK MEDIUM GLASS CAKE STAND,115.86,38,19,20
90071,RUBY GLASS CLUSTER EARRINGS,115.29,92,76,76
20848,ZINC HEART LATTICE CHARGER SMALL,115.05000000000001,39,12,12
20896,VINTAGE NOTEBOOK PINK FLOWER,115.05000000000001,39,14,15
84462,3 PINK HEN+CHICKS IN BASKET,114.86,100,14,14
23185,FRENCH STYLE STORAGE JAR JAM,114.85,317,30,31
20698,LITTLE PINK MONSTER SOFT TOY,114.44999999999999,47,21,22
23151,ZINC SWEETHEART SOAP DISH,114.33000000000001,61,21,21
90049,IVORY GOLD METAL BAG CHARM,114.24,20,6,6
23535,WALL ART BICYCLE SAFTEY,114.15,21,3,3
17090D,VANILLA INCENSE 40 CONES IN TIN,113.95,95,30,32
21089,SET/6 GREEN SPRING PAPER CUPS,113.84,325,41,41
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,113.76,79,10,10
22875,"NUMBER TILE COTTAGE GARDEN, 7",113.41,57,3,3
22870,"NUMBER TILE COTTAGE GARDEN, 2",113.40999999999998,57,3,3
22868,"NUMBER TILE COTTAGE GARDEN, 0",113.40999999999998,57,3,3
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",113.22,252,34,34
44236,PINK/PURPLE CIRCLE CURTAIN,112.32000000000001,64,12,13
71510,SQUARE METAL CANDLEHOLDER BASE,112.05,177,17,17
90104,PURPLE FRANGIPANI HAIRCLIP,111.42999999999999,133,51,52
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,111.34,255,26,26
10138,ASSORTED COLOUR JUMBO PEN,111.22,261,21,21
22873,"NUMBER TILE COTTAGE GARDEN, 5",111.14999999999999,57,3,3
84493,BLUE/PINK NEST STRIPE BOX,111.11999999999999,1142,5,5
90103,PURPLE FRANGIPANI NECKLACE,110.85,44,30,30
90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,110.46000000000001,21,18,18
82069,BEECH WOOD P/FRAME,109.85,17,11,11
22872,"NUMBER TILE COTTAGE GARDEN, 4",109.19999999999999,56,2,2
22871,"NUMBER TILE COTTAGE GARDEN, 3",109.19999999999999,56,2,2
22876,"NUMBER TILE COTTAGE GARDEN, 8",109.19999999999999,56,2,2
22874,"NUMBER TILE COTTAGE GARDEN, 6",109.19999999999999,56,2,2
85185F,LION SOCK PUPPET,109.15,37,19,20
84247H,PACK/12 DECOUPAGE CARD,109.13000000000001,42,20,20
20667,CHERRY BLOSSOM PURSE,108.69,40,24,24
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,108.42999999999999,65,41,41
35610A,PINK CHRISTMAS FLOCK DROPLET,107.94,144,13,13
23041,PAPER LANTERN 6 POINT SNOW STAR,107.9,26,6,6
72753C,S/3 FLWR FAIRY ROSE CANDLES,107.68,43,6,6
90118,PINK DAISY BAG CHARM,107.39,42,29,29
84539,KNITTED RABBIT DOLL,107.25,65,12,13
35840,FLAT GLASS  BAUBLE WHITE FLOCK,107.13,45,11,11
23626,SET 10 CARDS DINKY TREE 17076,107.07000000000001,43,16,16
23455,SMALL PARLOUR FRAME,106.98000000000002,42,2,2
84562B,BLUE/WHITE RIBBED MELAMINE JUG,106.59,10,7,7
48103,DOORMAT KISS MY.......,106.58,22,2,2
35096B,RED VICTORIAN FABRIC HEART BOX,106.49000000000001,293,25,25
90169,DAISY HAIR COMB,106.49,42,25,25
90165A,PINK ROSEBUD PEARL EARRINGS,106.49,42,27,27
22445,PENCIL CASE GINGHAM FOREST,106.20000000000002,36,4,4
84458,S/3 RABBIT FLOWER/EGG/CARROT ROPE,105.39999999999999,124,20,20
22433,WATERING CAN PINK BUNNY,105.3,54,5,5
16169D,WRAP WINTER FOREST,105.0,250,9,9
23574,PACKING CHARGE,105.0,14,14,14
84921,CREAM AND PINK FLOWERS PONY,105.0,28,15,15
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,104.77000000000001,21,13,13
21118,SHOPPING BAG DOORSTOP,104.25,69,7,7
21337,SILVER WASHBAG,103.53000000000002,33,12,12
35910A,MULTICOLOUR EASTER RABBIT,103.35,53,13,13
84679,CLASSICAL ROSE TABLE LAMP,103.3,14,4,4
35594,WOODEN CHRISTMAS TREE 3 HANGING,103.06,165,39,39
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,102.30000000000001,22,10,10
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,101.97,12,11,11
20697,LITTLE GREEN MONSTER SOFT TOY,101.7,42,23,23
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,101.35,92,10,10
72369A,PINK CLEAR GLASS CANDLE PLATE,101.28999999999999,67,14,15
16248B,BLUE HOLE PUNCH,101.25,81,12,12
17084J,LOVE POTION MASALA INCENSE,101.01,481,21,21
85050,FRENCH ENAMEL SOAP DISH WITH LID,100.80000000000001,48,1,1
72821,CUPID SCENTED CANDLE IN GLASS,100.64999999999999,61,14,15
75172,PAINTED SEA SHELL METAL WINDCHIME,100.31,97,11,11
78027,SEAGRASS S/2 CORNER LAUNDRY,100.15,6,5,5
23611,SET 10 CARDS RED RIDING HOOD 17214,99.60000000000001,40,16,16
23464,VINTAGE ZINC WATERING CAN SMALL,99.2,18,8,8
37471,MULTICOLOUR DOTS PLATE,99.02,692,6,6
22736,"RIBBON REEL, MAKING SNOWMEN",99.0,60,5,5
23465,TUSCAN VILLA FEEDING STATION,99.0,12,7,7
23466,TUSCAN VILLA DOVECOTE,99.0,12,4,4
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,98.99999999999999,60,5,5
21266,VINTAGE SILVER TINSEL REEL,98.9,23,9,9
37471,MULTICOLOUR POLKADOT PLATE,98.83,713,4,4
84575A,PINK DOG CANNISTER,98.8,24,13,13
22878,"NUMBER TILE COTTAGE GARDEN, No",98.72000000000001,45,5,5
20861,GOLD COSMETIC BAG PINK STAR,98.7,47,17,18
90163B,WHITE ROSEBUD & PEARL NECKLACE,98.45,13,9,9
20835,FRENCH LATTICE CUSHION COVER,98.03999999999999,81,11,11
90214R,"LETTER ""R"" BLING KEY RING",97.97999999999999,96,53,53
84705D,CHERRY BLOSSOM PHOTO FRAME,97.9,22,14,15
90150,BLUE SHELL+SILVER NECKLACE,97.5,13,8,8
16161G,WRAP BAD HAIR DAY,97.5,975,33,33
90067A,PINK VINTAGE VICTORIAN EARRINGS,97.24000000000001,33,16,16
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,96.60000000000001,46,7,8
90214G,"LETTER ""G"" BLING KEY RING",96.58,104,51,51
84465,15 PINK FLUFFY CHICKS IN BOX,96.51,32,23,23
71406C,BLACK ORANGE SQUEEZER,95.38,223,37,37
48103,DOOR MAT KISS MY.......,95.15,13,8,8
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,94.94999999999999,57,35,35
72606A,BROWN ANTIQUE CUBE CANDLE,94.92,226,18,18
90202C,GREEN ENAMEL FLOWER HAIR TIE,94.42,32,26,26
21241,GREEN POLKADOT CUP,94.35,111,10,10
20622,VIP PASSPORT COVER,94.04,43,17,17
21595,Dad's Cab Electronic Meter,93.89,11,11,11
23402,HOME SWEEET HOME 3 PEG HANGER,93.75,25,4,4
22432,WATERING CAN GREEN DINOSAUR,93.6,48,6,6
90089,PINK CRYSTAL SKULL PHONE CHARM,93.55999999999999,105,27,27
90026A,GLASS BEAD HOOP NECKLACE BLACK,93.47,11,9,9
90214D,"LETTER ""D"" BLING KEY RING",93.37,103,53,53
81950B,FLOWER BLUE CLOCK W/SUCKER,93.1,100,26,26
17084A,TRANQUILITY MASALA INCENSE,92.82,442,18,18
35913B,WHITE/PINK CHICK EASTER DECORATION,92.39,100,21,23
90075,MONTANA DIAMOND CLUSTER NECKLACE,92.17999999999999,10,8,8
84753A,PINK EAU DE COLOGNE BOTTLE,92.16999999999999,97,24,24
21343,GOLD JEWELERY BOX,92.00000000000001,20,3,3
90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,91.38000000000001,31,19,19
23075,DOUBLE CERAMIC PARLOUR HOOK,91.30000000000001,22,5,5
90112,PINK DOLLY HAIR CLIPS,91.25,84,20,21
84437A,S/6 PINK EASTER DECS IN BOX,90.94999999999999,106,18,20
90202A,PURPLE ENAMEL FLOWER HAIR TIE,90.9,31,23,23
84388,WISE MAN STAR SHAPE EGG PAN,90.69,71,23,24
81952V,ROUND PURPLE CLOCK W/SUCKER,90.52,99,22,22
90039C,FIRE POLISHED GLASS BRACELET BLACK,90.46000000000001,24,13,13
72783,BLACK SIL'T SQU CANDLE PLATE,90.30000000000001,43,9,9
84984C,ORIENTAL BLUE C/COVER,89.59,13,8,8
35271S,GOLD PRINT PAPER BAG,89.58,439,22,22
17013C,ORIGAMI LAVENDER INCENSE IN TUBE,89.46000000000001,213,2,2
79026B,"S/4 ICON COASTER,ELVIS LIVES",89.25,69,37,37
84968B,SET OF 16 VINTAGE IVORY CUTLERY,89.24,6,6,6
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,89.2,21,12,12
47598,NEW ENGLAND EGG WARMER,89.12,138,32,32
20660,VIP LUGGAGE TAG,88.75,71,26,27
90162D,ANT SILVER PURPLE BOUDICCA RING,88.50000000000001,30,15,16
90162A,ANT SILVER TURQUOISE BOUDICCA RING,88.5,30,11,11
35638A,PINK AND BLACK STRING CURTAIN,88.04999999999998,39,6,6
71495A,CD WALL TIDY BLUE OFFICE,87.96000000000001,225,20,20
84721,MANHATTAN CANVAS ART PICTURE,87.8,20,2,2
90092,BLUE CRYSTAL BOOT PHONE CHARM,87.50999999999999,102,10,12
84415B,BLUE FLOCK CUSHION COVER,87.5,26,8,8
84891B,GREEN WIRE GOBLET CANDLEHOLDER,87.45,11,6,6
37462B,"PET MUG, BUDGIE",87.28,170,32,32
35822B,"ACRYLIC BEAD CHAIN, BLUE",87.02,229,1,1
90088,CRYSTAL KEY+LOCK PHONE CHARM,86.69999999999999,101,14,14
23614,SET 10 CARDS 12 DAYS WRAP  17058,86.58000000000001,26,11,11
84251B,"GREETING CARD, STICKY GORDON",86.54,321,63,63
84424A,FOUR PICTURE WHITE GLASS FRAME,86.25,23,10,10
90012B,BLACK DROP CRYSTAL NECKLACE,85.9,17,6,6
90177E,DROP DIAMANTE EARRINGS GREEN,85.67,29,23,23
84454,WOBBLING METAL CHICKEN EASTER,85.53,93,18,18
35838B,S/6 SILVER ORNAMENETAL CANDLE,85.0,100,23,25
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,85.0,10,8,8
22844,"DOG FOOD CONTAINER , VINTAGE",85.0,10,3,3
90183B,AMETHYST DROP EARRINGS W LONG BEADS,84.89,29,25,25
17027A,INCENSE BAZAAR CANNABIS,84.84,228,2,2
79051A,SMOKEY GREY COLOUR GLASS,84.75999999999999,236,15,15
46775B,BERRIES CHUNKY KNITTED THROW,84.75,5,4,4
16051,TEATIME PENCIL W STAMP ASST,84.69,941,4,4
23456,MEDIUM PARLOUR FRAME,84.1,22,2,2
84251F,"GREETING CARD, RITA",83.97,341,50,50
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,83.69,16,13,13
22016,Dotcomgiftshop Gift Voucher £100.00,83.33,1,1,1
23442,12 HANGING EGGS HAND PAINTED,83.2,40,7,8
82605,OLD DOC.RUSSEL METAL SIGN,82.94,41,24,24
90176D,DIAMANTE NECKLACE PURPLE,82.81,11,7,7
90039B,FIRE POLISHED GLASS BRACELET MONTAN,82.8,22,12,12
90002B,FLOWER BURST SILVER RING ROSE,82.74,22,11,11
90189A,SILVER 2 STRAND NECKLACE-LEAF CHARM,82.64,11,8,8
90130A,WHITE STONE/CRYSTAL EARRINGS,82.51,28,16,16
90069,RUBY GLASS CLUSTER NECKLACE,82.5,11,5,5
21699,SET 5 MINI CHOCOLATE FRIDGE MAGNETS,82.44,108,3,3
84907,PINK/YELLOW PATCH CUSHION COVER,82.34,8,5,5
90214H,"LETTER ""H"" BLING KEY RING",81.96,88,58,58
22566,"FELTCRAFT HAIRBAND S/2, PINK/PURPLE",81.6,96,8,8
22579,WOODEN TREE CHRISTMAS SCANDISPOT,81.6,96,3,3
35610C,WHITE CHRISTMAS FLOCK DROPLET,81.56,94,8,8
72779,SET/6 BLACK ROSE T-LIGHT CANDLES,81.12,48,15,15
16201B,PASTEL BLUE PHOTO ALBUM,81.1,34,5,5
90121B,VINTAGE ROSE BEAD BRACELET BLUE,80.75,19,9,9
22530,MAGIC SLATE DOLLY GIRL,80.64,192,4,4
22531,MAGIC SLATE CIRCUS PARADE,80.64,192,4,4
84596I,WRAP SWEETS LIGHT PINK SMALL BOWL,80.62,72,10,11
17011E,ORIGAMI OPIUM SCENT INCENSE+FLOWER,80.60000000000001,124,1,1
22346,PARTY PIZZA DISH GREEN RETROSPOT,80.50999999999999,89,19,19
DCGS0069,OOH LA LA DOGS COLLAR,80.31,5,5,5
23370,SET 36 COLOUR PENCILS DOILEY,80.0,64,3,3
35265,COLOURFUL FLOWER FRUIT BOWL,80.0,21,16,16
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,79.86999999999999,48,27,27
90206A,GOLD DIAMANTE STAR BROOCH,79.60000000000001,16,12,12
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,79.57,44,17,17
84795E,RIO PINK STRIPE HAMMOCK,79.5,10,5,6
22649,STRAWBERRY CAKE TEAPOT,79.2,16,4,4
84548,CROCHET BEAR RED/BLUE  KEYRING,79.19999999999999,48,13,14
90038B,GLASS AND PAINTED BEADS BRACELET OL,79.19,21,13,13
90064A,WHITE VINTAGE CRYSTAL EARRINGS,79.14,20,12,12
90214N,"LETTER ""N"" BLING KEY RING",78.95,81,45,46
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,78.75,21,12,12
22344,PARTY PIZZA DISH PINK WHITE SPOT,78.72999999999999,75,19,19
72709,IVORY SCULPTED RND CANDLE,78.19999999999999,92,15,15
35931,PINK STAR CHRISTMAS DECORATION,78.12,156,15,15
84455,SET OF 3 RABBIT CARROTS EASTER,77.96,85,20,20
23497,CLASSIC CROME BICYCLE BELL,77.4,60,2,2
90060D,FIRE POLISHED GLASS NECKL BRONZE,77.35,13,9,9
21450,DISTRESSED CANDLE STICK WHITE,77.35,13,3,3
90050,CRACKED GLAZE NECKLACE IVORY,77.11,11,7,7
90176C,DIAMANTE NECKLACE,77.0,10,6,6
90214B,"LETTER ""B"" BLING KEY RING",76.98,80,43,43
84251C,"GREETING CARD, TWO SISTERS.",76.68,247,53,53
84425A,WHITE GLASS TV TRIPLE FRAME,76.6,18,9,9
90130C,GREEN STONE/CRYSTAL EARRINGS,76.58,26,25,25
37509,NEW ENGLAND MUG W GIFT BOX,76.5,30,16,16
90100,NECKLACE+BRACELET SET PINK DAISY,76.5,30,12,12
90020,FILIGREE DIAMANTE CHAIN,76.23,6,4,4
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",75.88000000000001,168,7,7
90176A,CLASSIC DIAMANTE NECKLACE JET,75.88,10,7,7
90140,PINK SWEETIE NECKLACE,75.54,10,8,8
22416,SET OF 36 SPACEBOY PAPER DOILIES,75.42,51,8,8
62043B,BLUE CHECK BAG W HANDLE 34X20CM,75.15999999999998,54,10,10
37399,"ASS RETROSPOOF MUGS,SPORTS",75.0,143,6,6
23061,VINTAGE ENGRAVED HEART,75.0,60,4,4
16161E,WRAP BOUDOIR,75.0,750,9,9
84757,ENCHANTED GARDEN WROUGHT IRON TABLE,74.75,5,4,4
23044,PAPER LANTERN 9 POINT HOLLY STAR 23,74.7,18,5,5
23068,ALUMINIUM HEART,74.7,30,6,6
21267,VINTAGE PINK TINSEL REEL,74.6,24,10,10
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,74.38,13,7,7
84919,L BLUE C/COVER W PINK/YELLOW FLOWER,74.31,8,4,4
90187B,GREEN DROP EARRINGS W BEAD CLUSTER,73.99,22,16,16
90074,BLACK DIAMOND CLUSTER NECKLACE,73.86,8,7,7
84593,CROCHET ROSE DES CLOTHES HANGER,73.75,25,7,8
15030,FAN BLACK FRAME,73.66,254,26,27
79331,PINK FLOCK GLASS CANDLEHOLDER,73.6,60,9,9
84447,6 RABBIT CHAIN EASTER,72.42,69,19,19
84427B,BLACK GLASS TV DOUBLE P/FRAME 15X10,72.25,17,5,5
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,72.18,23,16,16
84746,PINK EASTER HENS+FLOWER,72.06,23,16,16
90031,BILI NUT AND WOOD NECKLACE,71.9,52,9,9
90038C,GLASS AND BEADS BRACELET IVORY,71.46000000000001,19,9,9
35937,CERISE+GOLD CHRISTMAS STOCKING DEC,71.44,188,17,17
84925C,FAIRY CAKES  WALL THERMOMETER,71.39999999999999,28,10,10
22950,SET OF 36 VINTAGE CHRISTMAS DOILIES,71.27,38,8,8
84415A,PINK FLOCK SUEDE CUSHION COVER,71.25,27,6,6
90037B,TINY CRYSTAL BRACELET GREEN,71.17,28,10,10
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,71.08,12,6,6
90179A,AMBER FINE BEAD NECKLACE W TASSEL,71.0,12,9,9
16256C,HEARTS PENCIL/RUBBER+5 MINI PENCILS,70.98,169,10,10
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,70.98,42,11,11
84905,PINK BUTTERFLY C/COVER,70.82,10,6,6
84086B,YELLOW/BLUE RETRO RADIO,70.80000000000001,24,12,13
35916B,BLUE FELT HANGING HEART W FLOWER,70.75999999999999,58,17,17
20958,PORCELAIN HANGING BELL LARGE,70.5,38,10,10
90202B,WHITE ENAMEL FLOWER HAIR TIE,70.49,24,16,16
90205A,LARGE MINT DIAMANTE HAIRSLIDE,70.22,42,24,24
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,70.03,14,10,10
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,69.83,42,24,24
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,69.66,45,15,15
90131,PINK/AMETHYST/GOLD NECKLACE,69.62,10,5,5
GIFT_0001_80,Dotcomgiftshop Gift Voucher £80.00,69.56,1,1,1
84918,CREAM C/COVER W YELLOW/GREEN FLOWER,69.5,10,3,3
81952V,ROUND PURPLE CLOCK WITH SUCKER,69.35,365,24,25
20820,SILVER LOOKING MIRROR,69.30000000000001,14,9,9
72140F,HAPPY ANNIVERSARY CANDLE LETTERS,69.17999999999999,175,14,15
90214P,"LETTER ""P"" BLING KEY RING",69.14,80,35,35
71215,METAL BASE FOR CANDLES,68.52,178,13,13
47420,ASSORTED COLOUR SUCTION CUP HOOK,68.4,360,32,33
84857A,SILVER MONTE CARLO HANDBAG,68.0,8,3,3
DCGS0004,HAYNES CAMPER SHOULDER BAG,67.94,4,4,4
90026B,GLASS BEAD HOOP NECKLACE MONTANA,67.82,8,7,7
90026C,GLASS BEAD HOOP NECKLACE GREEN,67.82,8,6,6
20879,TREE OF NOAH FESTIVE SCENTED CANDLE,67.8,57,11,11
90002E,FLOWER BURST SILVER RING GREEN,67.77,18,11,11
84864A,PINK PAISLEY PHOTO ALBUM,67.71000000000001,7,4,4
90078,PINK/WHITE GLASS DEMI CHOKER,67.64,9,5,5
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,67.61,8,6,6
90212C,PURPLE LAS VEGAS BRACELET ROUND,67.5,18,8,8
47341B,BLUE TABLE RUN FLOWER,67.5,48,14,14
84926B,SCOTTS ROSES TILE COASTER,67.5,54,10,10
47504J,ENGLISH ROSE SET/3 GARDEN TOOLS,67.25,5,4,4
35819P,"ACRYLIC HANGING JEWEL,PINK",66.55,95,7,7
90037A,TINY CRYSTAL BRACELET RED,66.31,26,12,12
40002,WHITE BAMBOO RIBS LAMPSHADE,66.3,78,1,1
90037C,TINY CRYSTAL BRACELET BLUE,66.08,26,13,13
85072,OCCASIONS GIFT CARD ASSORTMENT,66.0,120,1,1
79329,PINK FLOCK GLASS CANDLEHOLDER,65.94,100,7,7
84340,LARGE FIBRE OPTIC CHRISTMAS TREE,65.76,21,11,11
79406,FROSTED WHITE BASE,65.62,259,21,21
90179B,PURPLE FINE BEAD NECKLACE W TASSEL,65.31,11,9,9
72812,LARGE ZINC/GLASS CANDLEHOLDER,65.23,27,9,9
84705A,ENGLISH ROSE PHOTO FRAME,65.10000000000001,14,7,7
47016,LIGHT DECORATION BATTERY OPERATED,65.10000000000001,31,5,5
23235,BISCUIT TIN VINTAGE LEAF,64.56,24,3,3
90046,WHITE WITH METAL BAG CHARM,64.35000000000001,13,7,7
84551,CROCHET DOG KEYRING,64.35,39,8,8
47348A,FUSCHIA VOILE POINTY SHOE DEC,63.96,104,17,17
79534,MULTICOLOUR GLASS PLATE,63.800000000000004,116,16,18
23253,16 PC CUTLERY SET PANTRY DESIGN,63.8,4,1,1
20791,BLUE TILED SET OF 3 DRAWERS,63.75,5,1,1
85018A,S/6 PAPER BOXES ROMANTIC IMAGES,63.75,15,10,10
85018B,S/6 PAPER BOXES BLOSSOM IMAGES,63.75,15,10,10
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,63.5,10,4,4
22845,"CAT FOOD CONTAINER , VINTAGE",63.49999999999999,10,3,3
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,63.28,26,13,13
22987,"WRAP , SUMMER ROSE DESIGN",63.0,150,6,6
90214I,"LETTER ""I"" BLING KEY RING",62.699999999999996,64,29,29
84529B,BLUE KNITTED KID'S RUCKSACK,62.35,13,5,5
35607B,BLACK FEATHER CHRISTMAS DECORATION,62.3,312,17,17
84450B,PINK/YELLOW RABBIT SAT EASTER,61.92,88,29,29
17136A,BLUE STONES ON WIRE FOR CANDLE,61.78,743,34,34
20620,RED SPOTTY PASSPORT COVER,61.76,15,14,14
35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",61.3,143,3,3
